VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,09/01/2021 05:22:43 PM,09/01/2021 05:28:18 PM,N,1,41,166,1,1,6,1,0.5,1.56,0,,0.3,9.36,1,1,0
2,09/01/2021 05:22:47 PM,09/01/2021 05:58:18 PM,N,1,244,145,1,11.33,34.5,1,0.5,7.26,0,,0.3,43.56,1,1,0
2,09/01/2021 05:22:58 PM,09/01/2021 05:55:45 PM,N,1,166,146,1,6.41,25.5,1,0.5,4.88,0,,0.3,34.93,1,1,2.75
2,09/01/2021 05:23:15 PM,09/01/2021 05:33:16 PM,N,1,83,260,1,1.11,8,1,0.5,0,0,,0.3,9.8,2,1,0
2,09/01/2021 05:23:42 PM,09/01/2021 05:27:43 PM,N,1,75,74,1,0.71,5,1,0.5,0,0,,0.3,6.8,2,1,0
2,09/01/2021 05:24:00 PM,09/01/2021 05:47:00 PM,,,215,76,,6.11,32.95,2.75,0,0,0,,0.3,36,,,
2,09/01/2021 05:24:00 PM,09/01/2021 05:37:00 PM,,,127,244,,1.7,11.4,0,0,10,0,,0.3,21.7,,,
2,09/01/2021 05:24:34 PM,09/01/2021 05:39:30 PM,N,1,74,116,6,1.91,10.5,1,0.5,3.69,0,,0.3,15.99,1,1,0
2,09/01/2021 05:25:00 PM,09/01/2021 05:47:00 PM,,,61,72,,2.14,55.65,1.35,0,0,0,,0.3,57.3,,,
2,09/01/2021 05:26:00 PM,09/01/2021 05:51:00 PM,,,18,51,,4.91,21.13,0,0,3.57,0,,0.3,25,,,
2,09/01/2021 05:26:24 PM,09/01/2021 05:30:18 PM,N,1,244,244,1,0.53,4.5,1,0.5,0.01,0,,0.3,6.31,1,1,0
2,09/01/2021 05:26:34 PM,09/01/2021 05:32:33 PM,N,1,75,263,1,0.76,5.5,1,0.5,2.01,0,,0.3,12.06,1,1,2.75
2,09/01/2021 05:26:38 PM,09/01/2021 05:27:27 PM,N,1,41,41,1,0.14,2.5,1,0.5,0,0,,0.3,4.3,2,1,0
2,09/01/2021 05:26:39 PM,09/01/2021 05:32:49 PM,N,1,7,7,1,0.9,6,1,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 05:26:56 PM,09/01/2021 05:46:35 PM,N,1,95,215,1,4.04,15.5,1,0.5,1,0,,0.3,18.3,1,1,0
2,09/01/2021 05:27:53 PM,09/01/2021 05:32:16 PM,N,1,244,244,1,0.54,5,1,0.5,0,0,,0.3,6.8,1,1,0
2,09/01/2021 05:28:27 PM,09/01/2021 05:36:12 PM,N,1,95,28,6,1.62,7.5,1,0.5,2.32,0,,0.3,11.62,1,1,0
1,09/01/2021 05:29:01 PM,09/01/2021 06:04:18 PM,N,1,89,76,1,0,13.2,0,0.5,0,0,,0.3,14,1,1,0
2,09/01/2021 05:29:31 PM,09/01/2021 05:45:28 PM,N,1,71,39,1,2.07,11.5,1,0.5,0,0,,0.3,13.3,1,1,0
2,09/01/2021 05:29:33 PM,09/01/2021 05:37:40 PM,N,1,74,75,3,1.2,7,1,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 05:29:36 PM,09/01/2021 05:44:13 PM,N,1,74,141,1,2.9,12,1,0.5,2.5,0,,0.3,19.05,1,1,2.75
2,09/01/2021 05:29:50 PM,09/01/2021 05:37:21 PM,N,1,75,151,1,1.12,7,1,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 05:30:00 PM,09/01/2021 06:17:00 PM,,,37,258,,0,30.92,2.75,0,0,0,,0.3,33.97,,,
2,09/01/2021 05:30:00 PM,09/01/2021 05:40:00 PM,,,166,238,,1.51,13.2,0,0,2.66,0,,0.3,18.91,,,
1,09/01/2021 05:30:09 PM,09/01/2021 05:50:36 PM,N,1,65,181,1,2.4,14,1,0.5,3.15,0,,0.3,18.95,1,1,0
2,09/01/2021 05:30:20 PM,09/01/2021 05:36:58 PM,N,1,75,263,1,0.81,6,1,0.5,1,0,,0.3,11.55,1,1,2.75
2,09/01/2021 05:30:30 PM,09/01/2021 05:30:36 PM,N,5,243,243,2,0,10,0,0,2.06,0,,0.3,12.36,1,2,0
2,09/01/2021 05:30:31 PM,09/01/2021 06:10:13 PM,N,1,93,48,2,4.6,26,1,0.5,7.42,6.55,,0.3,44.52,1,1,2.75
2,09/01/2021 05:30:47 PM,09/01/2021 05:38:19 PM,N,1,74,141,3,2.07,8.5,1,0.5,2.61,0,,0.3,15.66,1,1,2.75
2,09/01/2021 05:30:53 PM,09/01/2021 05:40:20 PM,N,1,75,74,1,1.73,8.5,1,0.5,2.58,0,,0.3,12.88,1,1,0
2,09/01/2021 05:31:00 PM,09/01/2021 05:32:00 PM,,,95,95,,0.2,23.33,0,0,5.26,0,,0.3,28.89,,,
2,09/01/2021 05:31:30 PM,09/01/2021 05:39:19 PM,N,1,75,151,1,1.18,7,1,0.5,1,0,,0.3,9.8,1,1,0
2,09/01/2021 05:31:37 PM,09/01/2021 05:47:52 PM,N,1,33,49,1,1.51,11,1,0.5,3.2,0,,0.3,16,1,1,0
2,09/01/2021 05:32:04 PM,09/01/2021 05:45:45 PM,N,1,74,152,1,1.89,10,1,0.5,0,0,,0.3,11.8,1,1,0
2,09/01/2021 05:32:09 PM,09/01/2021 05:57:22 PM,N,1,244,158,5,9.28,28.5,1,0.5,6.61,0,,0.3,39.66,1,1,2.75
2,09/01/2021 05:32:20 PM,09/01/2021 06:44:47 PM,N,1,194,182,1,9.26,48,1,0.5,0,0,,0.3,49.8,1,1,0
2,09/01/2021 05:32:31 PM,09/01/2021 05:43:07 PM,N,1,75,238,1,1.76,9,1,0.5,3.39,0,,0.3,16.94,1,1,2.75
2,09/01/2021 05:32:47 PM,09/01/2021 05:50:21 PM,N,1,244,166,2,2.74,13.5,1,0.5,4.59,0,,0.3,19.89,1,1,0
2,09/01/2021 05:33:00 PM,09/01/2021 06:16:00 PM,,,74,51,,10,39.7,2.75,0,0,0,,0.3,42.75,,,
2,09/01/2021 05:33:38 PM,09/01/2021 05:38:13 PM,N,1,74,42,1,0.82,5,1,0.5,1.36,0,,0.3,8.16,1,1,0
2,09/01/2021 05:33:40 PM,09/01/2021 05:52:53 PM,N,1,93,83,1,3.45,15.5,1,0.5,0,0,,0.3,17.3,2,1,0
1,09/01/2021 05:33:52 PM,09/01/2021 05:46:44 PM,N,1,74,263,1,2.6,11,3.75,0.5,3.89,0,,0.3,19.44,1,1,2.75
2,09/01/2021 05:34:00 PM,09/01/2021 05:51:00 PM,,,7,260,,2.18,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 05:34:18 PM,09/01/2021 05:47:18 PM,N,1,134,216,1,3.2,11.5,1,0.5,0,0,,0.3,13.3,1,1,0
1,09/01/2021 05:35:00 PM,09/01/2021 06:19:08 PM,N,1,181,21,1,0,22.2,0,0.5,0,0,,0.3,23,1,1,0
2,09/01/2021 05:35:00 PM,09/01/2021 05:37:00 PM,,,51,51,,0.28,14.13,2.75,0,0,0,,0.3,17.18,,,
2,09/01/2021 05:35:06 PM,09/01/2021 05:49:39 PM,N,1,49,49,2,1.04,10,1,0.5,1,0,,0.3,12.8,1,1,0
2,09/01/2021 05:35:10 PM,09/01/2021 05:47:51 PM,N,1,43,42,1,2.15,10,1,0.5,3.54,0,,0.3,15.34,1,1,0
2,09/01/2021 05:35:24 PM,09/01/2021 05:52:05 PM,N,1,74,151,2,2.29,12.5,1,0.5,1.2,0,,0.3,15.5,1,1,0
2,09/01/2021 05:35:43 PM,09/01/2021 05:46:23 PM,N,1,75,263,5,1.55,8.5,1,0.5,1.5,0,,0.3,14.55,1,1,2.75
2,09/01/2021 05:36:30 PM,09/01/2021 05:42:11 PM,N,1,95,95,1,1.18,6,1,0.5,3,0,,0.3,10.8,1,1,0
2,09/01/2021 05:37:00 PM,09/01/2021 06:13:00 PM,,,42,232,,9.33,33.76,2.75,0,0,0,,0.3,36.81,,,
2,09/01/2021 05:37:00 PM,09/01/2021 05:51:00 PM,,,188,188,,0.54,13.95,2.75,0,0,0,,0.3,17,,,
2,09/01/2021 05:37:03 PM,09/01/2021 05:50:43 PM,N,1,75,140,1,1.87,10.5,1,0.5,1,0,,0.3,16.05,1,1,2.75
2,09/01/2021 05:37:32 PM,09/01/2021 05:41:19 PM,N,1,7,7,1,0.46,4,1,0.5,0,0,,0.3,5.8,2,1,0
2,09/01/2021 05:37:43 PM,09/01/2021 05:51:08 PM,N,1,166,74,1,1.87,10,1,0.5,0,0,,0.3,11.8,2,1,0
2,09/01/2021 05:39:00 PM,09/01/2021 06:33:00 PM,,,130,174,,18.51,55.8,2.75,0,0,6.55,,0.3,65.4,,,
2,09/01/2021 05:39:59 PM,09/01/2021 05:55:52 PM,N,1,41,42,6,2.5,12,1,0.5,0,0,,0.3,13.8,2,1,0
2,09/01/2021 05:40:00 PM,09/01/2021 06:02:00 PM,,,119,75,,4.5,24.32,2.75,0,0,0,,0.3,27.37,,,
2,09/01/2021 05:40:16 PM,09/01/2021 05:50:40 PM,N,1,75,262,1,1.48,8.5,1,0.5,2.61,0,,0.3,15.66,1,1,2.75
2,09/01/2021 05:40:29 PM,09/01/2021 07:54:08 PM,N,1,265,265,1,22.33,103,1,0.5,0,0,,0.3,104.8,1,1,0
2,09/01/2021 05:42:00 PM,09/01/2021 05:49:23 PM,N,1,166,166,1,0.94,6.5,1,0.5,1.66,0,,0.3,9.96,1,1,0
1,09/01/2021 05:42:16 PM,09/01/2021 05:50:54 PM,N,1,244,243,1,6.8,6.5,1,0.5,2.45,0,,0.3,10.75,1,1,0
2,09/01/2021 05:43:00 PM,09/01/2021 06:40:00 PM,,,43,147,,7.47,48.85,2.75,0,0,0,,0.3,51.9,,,
2,09/01/2021 05:43:28 PM,09/01/2021 05:54:19 PM,N,1,95,134,5,1.58,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 05:43:59 PM,09/01/2021 05:47:07 PM,N,1,75,236,1,0.85,5,1,0.5,2.86,0,,0.3,12.41,1,1,2.75
2,09/01/2021 05:44:00 PM,09/01/2021 05:58:00 PM,,,200,244,,5.97,30.69,2.75,0,0,3,,0.3,36.74,,,
2,09/01/2021 05:44:00 PM,09/01/2021 05:49:00 PM,,,244,244,,0.75,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 05:44:03 PM,09/01/2021 05:49:58 PM,N,1,116,152,1,0.94,6,1,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 05:45:01 PM,09/01/2021 05:55:09 PM,N,1,74,42,1,1.47,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 05:46:14 PM,09/01/2021 06:04:35 PM,N,1,244,50,1,6.62,21,1,0.5,3.83,0,,0.3,29.38,1,1,2.75
2,09/01/2021 05:46:15 PM,09/01/2021 05:55:02 PM,N,1,75,74,1,1.43,8,1,0.5,1.96,0,,0.3,11.76,1,1,0
2,09/01/2021 05:47:00 PM,09/01/2021 05:49:00 PM,,,26,26,,0.06,17.11,2.75,0,0,0,,0.3,20.16,,,
2,09/01/2021 05:47:00 PM,09/01/2021 06:47:00 PM,,,37,60,,13.94,47.04,2.75,0,0,6.55,,0.3,56.64,,,
2,09/01/2021 05:47:10 PM,09/01/2021 06:07:46 PM,N,1,43,229,2,3.06,14.5,1,0.5,3.81,0,,0.3,22.86,1,1,2.75
2,09/01/2021 05:47:14 PM,09/01/2021 05:58:33 PM,N,5,226,161,2,2.27,50,0,0,10.61,0,,0.3,63.66,1,2,2.75
2,09/01/2021 05:47:58 PM,09/01/2021 05:53:39 PM,N,1,166,238,6,1.12,6,1,0.5,0,0,,0.3,7.8,1,1,0
2,09/01/2021 05:48:00 PM,09/01/2021 06:18:22 PM,N,1,236,129,2,7.77,27.5,1,0.5,8.96,6.55,,0.3,44.81,1,1,0
2,09/01/2021 05:48:00 PM,09/01/2021 06:01:00 PM,,,141,75,,2.02,18.95,2.75,0,0,0,,0.3,22,,,
2,09/01/2021 05:48:00 PM,09/01/2021 06:56:00 PM,,,65,122,,15.21,56.08,2.75,0,0,0,,0.3,59.13,,,
2,09/01/2021 05:49:00 PM,09/01/2021 05:56:00 PM,,,244,243,,1.05,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 05:49:33 PM,09/01/2021 05:58:56 PM,N,1,75,263,1,1.9,8.5,1,0.5,2.61,0,,0.3,15.66,1,1,2.75
2,09/01/2021 05:49:46 PM,09/01/2021 06:05:51 PM,N,1,75,140,1,1.88,12,1,0.5,4,0,,0.3,20.55,1,1,2.75
2,09/01/2021 05:50:00 PM,09/01/2021 06:42:00 PM,,,17,14,,8.84,34.65,0,0,7.78,0,,0.3,42.73,,,
2,09/01/2021 05:50:39 PM,09/01/2021 05:58:30 PM,N,1,188,188,1,1.05,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
1,09/01/2021 05:50:53 PM,09/01/2021 06:13:08 PM,N,1,97,137,2,6.3,21,3.75,0.5,6.35,0,,0.3,31.9,1,1,2.75
2,09/01/2021 05:50:54 PM,09/01/2021 05:58:03 PM,N,1,65,49,1,1.08,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
2,09/01/2021 05:51:00 PM,09/01/2021 06:16:00 PM,,,91,77,,3.6,23.79,2.75,0,0,0,,0.3,26.84,,,
1,09/01/2021 05:51:25 PM,09/01/2021 06:06:54 PM,N,1,244,42,1,2.2,12,1,0.5,2.75,0,,0.3,16.55,1,1,0
2,09/01/2021 05:51:26 PM,09/01/2021 06:34:59 PM,N,1,49,138,1,11.58,36.5,1,0.5,3,0,,0.3,41.3,1,1,0
2,09/01/2021 05:51:43 PM,09/01/2021 06:00:30 PM,N,1,41,75,2,1,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,0
2,09/01/2021 05:52:00 PM,09/01/2021 06:03:00 PM,,,7,7,,1.95,13.2,0,0,4.5,0,,0.3,18,,,
2,09/01/2021 05:52:02 PM,09/01/2021 06:00:19 PM,N,1,74,75,1,1.78,8,1,0.5,1.96,0,,0.3,11.76,1,1,0
2,09/01/2021 05:52:24 PM,09/01/2021 05:57:42 PM,N,1,74,43,1,0.94,5.5,1,0.5,2.19,0,,0.3,9.49,1,1,0
2,09/01/2021 05:52:45 PM,09/01/2021 06:07:53 PM,N,1,166,243,1,2.81,12,1,0.5,0,0,,0.3,13.8,2,1,0
2,09/01/2021 05:53:00 PM,09/01/2021 06:27:00 PM,,,188,150,,6.01,27.06,2.75,0,0,0,,0.3,30.11,,,
2,09/01/2021 05:53:00 PM,09/01/2021 06:05:00 PM,,,247,42,,1.93,13.2,0,0,1.5,0,,0.3,15,,,
2,09/01/2021 05:53:59 PM,09/01/2021 06:05:25 PM,N,1,236,151,1,2.06,9.5,1,0.5,2.26,0,,0.3,13.56,1,1,0
2,09/01/2021 05:54:17 PM,09/01/2021 06:13:11 PM,N,1,244,50,1,6.27,21,1,0.5,1,0,,0.3,26.55,1,1,2.75
2,09/01/2021 05:54:18 PM,09/01/2021 06:04:39 PM,N,1,74,43,1,1.51,8.5,1,0.5,2.06,0,,0.3,12.36,1,1,0
2,09/01/2021 05:54:22 PM,09/01/2021 06:15:37 PM,N,1,166,263,1,3.41,16,1,0.5,5.14,0,,0.3,25.69,1,1,2.75
2,09/01/2021 05:54:24 PM,09/01/2021 06:07:18 PM,N,5,159,78,1,2.37,9,0,0,0,0,,0.3,9.3,2,2,0
2,09/01/2021 05:55:00 PM,09/01/2021 06:21:00 PM,,,112,97,,3.81,15.63,0,0,2.66,0,,0.3,18.59,,,
2,09/01/2021 05:55:19 PM,09/01/2021 06:06:55 PM,N,1,93,138,1,5.76,17,1,0.5,0,0,,0.3,18.8,2,1,0
2,09/01/2021 05:56:00 PM,09/01/2021 06:04:00 PM,,,181,181,,1.41,12.89,2.75,0,0,0,,0.3,15.94,,,
2,09/01/2021 05:56:00 PM,09/01/2021 07:16:00 PM,,,108,42,,22.21,58.85,2.75,0,0,6.55,,0.3,68.45,,,
2,09/01/2021 05:56:00 PM,09/01/2021 06:05:00 PM,,,193,7,,1.4,7,0,0,0.73,0,,0.3,8.03,,,
2,09/01/2021 05:56:00 PM,09/01/2021 06:05:00 PM,,,216,10,,1.78,12.03,2.75,0,0,6.55,,0.3,21.63,,,
2,09/01/2021 05:56:16 PM,09/01/2021 05:58:01 PM,N,1,95,95,1,0.6,4,1,0.5,0,0,,0.3,5.8,2,1,0
2,09/01/2021 05:56:40 PM,09/01/2021 06:43:27 PM,N,1,127,126,1,7.28,32.5,1,0.5,0.1,0,,0.3,34.4,1,1,0
2,09/01/2021 05:56:55 PM,09/01/2021 06:03:00 PM,N,1,75,74,1,1.47,7,1,0.5,1.76,0,,0.3,10.56,1,1,0
2,09/01/2021 05:57:00 PM,09/01/2021 06:14:00 PM,,,133,189,,2.79,13.73,0,0,2,0,,0.3,16.03,,,
2,09/01/2021 05:57:55 PM,09/01/2021 06:25:54 PM,N,1,75,186,1,4.31,19,1,0.5,0,0,,0.3,23.55,2,1,2.75
2,09/01/2021 05:58:00 PM,09/01/2021 06:06:00 PM,,,17,17,,0.73,16.73,2.75,0,0,0,,0.3,19.78,,,
2,09/01/2021 05:58:00 PM,09/01/2021 06:04:00 PM,,,168,159,,0.69,13.2,0,0,0,0,,0.3,13.5,,,
1,09/01/2021 05:58:06 PM,09/01/2021 06:03:08 PM,N,1,74,263,1,1,5.5,3.75,0.5,2,0,,0.3,12.05,1,1,2.75
1,09/01/2021 05:58:17 PM,09/01/2021 06:09:30 PM,N,1,83,129,1,1.1,8,1,0.5,2.45,0,,0.3,12.25,1,1,0
2,09/01/2021 05:58:53 PM,09/01/2021 06:09:53 PM,N,1,41,116,1,1.56,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 05:59:44 PM,09/01/2021 06:01:40 PM,N,1,74,74,1,0.3,3.5,1,0.5,0,0,,0.3,5.3,2,1,0
2,09/01/2021 06:00:21 PM,09/01/2021 06:12:05 PM,N,1,74,263,1,1.91,9.5,1,0.5,0,0,,0.3,14.05,1,1,2.75
2,09/01/2021 06:00:53 PM,09/01/2021 06:27:53 PM,N,1,75,224,5,5.74,22,1,0.5,7.96,0,,0.3,34.51,1,1,2.75
2,09/01/2021 06:01:00 PM,09/01/2021 06:11:00 PM,,,17,225,,0.66,14.89,2.75,0,0,0,,0.3,17.94,,,
2,09/01/2021 06:02:00 PM,09/01/2021 06:05:00 PM,,,179,179,,0.39,16.83,2.75,0,0,0,,0.3,19.88,,,
2,09/01/2021 06:02:00 PM,09/01/2021 07:04:00 PM,,,39,74,,19.4,39.97,2.75,0,0,6.55,,0.3,49.57,,,
2,09/01/2021 06:02:07 PM,09/01/2021 06:14:12 PM,N,1,65,49,1,1.22,8.5,1,0.5,2.58,0,,0.3,12.88,1,1,0
2,09/01/2021 06:03:47 PM,09/01/2021 06:28:46 PM,N,1,93,162,1,9.76,28.5,1,0.5,5,6.55,,0.3,44.6,1,1,2.75
2,09/01/2021 06:03:49 PM,09/01/2021 06:11:06 PM,N,1,74,43,1,1.35,6,1,0.5,1.56,0,,0.3,9.36,1,1,0
1,09/01/2021 06:04:02 PM,09/01/2021 06:11:09 PM,N,1,75,262,1,1.2,6.5,3.75,0.5,1,0,,0.3,12.05,1,1,2.75
2,09/01/2021 06:05:00 PM,09/01/2021 06:30:00 PM,,,20,93,,10.34,45,2.75,0,0,6.55,,0.3,54.6,,,
2,09/01/2021 06:05:10 PM,09/01/2021 06:18:44 PM,N,1,74,238,1,2.77,11.5,1,0.5,3,0,,0.3,16.3,1,1,0
2,09/01/2021 06:05:51 PM,09/01/2021 06:19:04 PM,N,1,260,7,1,2.11,10,1,0.5,2.36,0,,0.3,14.16,1,1,0
2,09/01/2021 06:06:46 PM,09/01/2021 06:30:58 PM,N,1,43,145,1,5,19,1,0.5,2,0,,0.3,25.55,1,1,2.75
2,09/01/2021 06:07:03 PM,09/01/2021 06:17:11 PM,N,1,41,74,1,1.28,8,1,0.5,0,0,,0.3,9.8,1,1,0
2,09/01/2021 06:07:37 PM,09/01/2021 06:38:07 PM,N,1,70,146,1,4.65,21.5,1,0.5,0,0,,0.3,23.3,2,1,0
2,09/01/2021 06:07:51 PM,09/01/2021 06:13:32 PM,N,1,75,236,2,0.62,5.5,1,0.5,2.01,0,,0.3,12.06,1,1,2.75
2,09/01/2021 06:08:00 PM,09/01/2021 06:29:00 PM,,,196,223,,5.1,19.51,0,0,2.2,0,,0.3,22.01,,,
1,09/01/2021 06:08:15 PM,09/01/2021 06:31:05 PM,N,1,244,236,1,6.6,21.5,3.75,0.5,0,0,,0.3,26.05,2,1,2.75
2,09/01/2021 06:08:55 PM,09/01/2021 06:09:34 PM,N,1,47,47,1,4.43,21.5,1,0.5,0,0,,0.3,23.3,2,1,0
2,09/01/2021 06:10:00 PM,09/01/2021 06:21:00 PM,,,97,49,,0.85,13.2,0,0,0,0,,0.3,13.5,,,
2,09/01/2021 06:10:02 PM,09/02/2021 06:01:40 PM,N,1,41,42,1,2,8.5,1,0.5,1.03,0,,0.3,11.33,1,1,0
2,09/01/2021 06:10:56 PM,09/01/2021 06:21:33 PM,N,1,75,24,1,1.71,9,1,0.5,3.24,0,,0.3,14.04,1,1,0
2,09/01/2021 06:11:00 PM,09/01/2021 06:39:00 PM,,,257,55,,9.66,23.65,2.75,0,0,0,,0.3,26.7,,,
2,09/01/2021 06:11:14 PM,09/01/2021 06:15:29 PM,N,1,95,95,1,0.77,5,1,0.5,0,0,,0.3,6.8,2,1,0
2,09/01/2021 06:12:00 PM,09/01/2021 06:18:00 PM,,,89,85,,0.69,13.95,2.75,0,0,0,,0.3,17,,,
2,09/01/2021 06:12:02 PM,09/01/2021 06:33:17 PM,N,1,43,107,1,5.23,19,1,0.5,4.71,0,,0.3,28.26,1,1,2.75
2,09/01/2021 06:12:04 PM,09/01/2021 07:08:29 PM,N,1,93,261,1,19.73,58,1,0.5,3.9,6.55,,0.3,73,1,1,2.75
2,09/01/2021 06:12:13 PM,09/01/2021 06:24:30 PM,N,1,95,28,1,2.61,11,1,0.5,0,0,,0.3,12.8,2,1,0
2,09/01/2021 06:12:30 PM,09/01/2021 06:21:12 PM,N,1,43,262,1,1.16,6.5,1,0.5,2.21,0,,0.3,13.26,1,1,2.75
1,09/01/2021 06:12:44 PM,09/01/2021 06:31:13 PM,,,244,142,,3,16,1,0.5,4.11,0,,0.3,24.66,,,
2,09/01/2021 06:12:50 PM,09/01/2021 06:23:51 PM,N,1,244,244,1,1.23,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 06:13:06 PM,09/01/2021 06:27:22 PM,N,1,43,162,1,2.86,12,1,0.5,4.14,0,,0.3,20.69,1,1,2.75
1,09/01/2021 06:14:58 PM,09/01/2021 06:25:08 PM,N,1,74,238,1,2.3,9.5,1,0.5,2,0,,0.3,13.3,1,1,0
2,09/01/2021 06:15:00 PM,09/01/2021 06:58:00 PM,,,134,117,,0,39.78,2.75,0,0,0,,0.3,42.83,,,
2,09/01/2021 06:15:00 PM,09/01/2021 06:55:00 PM,,,17,132,,9.24,38.87,0,0,6.54,0,,0.3,45.71,,,
2,09/01/2021 06:15:00 PM,09/01/2021 07:01:00 PM,,,225,210,,8.6,44.77,0,0,4,0,,0.3,49.07,,,
2,09/01/2021 06:15:12 PM,09/01/2021 06:43:13 PM,N,1,149,89,2,3.61,19,1,0.5,0,0,,0.3,20.8,1,1,0
2,09/01/2021 06:16:17 PM,09/01/2021 06:23:58 PM,N,1,166,238,1,1.23,7,1,0.5,1.76,0,,0.3,10.56,1,1,0
2,09/01/2021 06:17:16 PM,09/01/2021 06:28:10 PM,N,1,74,238,1,2.46,10,1,0.5,1.5,0,,0.3,16.05,1,1,2.75
2,09/01/2021 06:17:21 PM,09/01/2021 06:25:10 PM,N,1,43,237,6,1.69,7.5,1,0.5,2.41,0,,0.3,14.46,1,1,2.75
2,09/01/2021 06:18:00 PM,09/01/2021 06:32:00 PM,,,175,191,,3.07,23.95,8.25,0,0,0,,0.3,32.5,,,
2,09/01/2021 06:18:11 PM,09/01/2021 06:24:57 PM,N,1,95,95,1,1.03,6.5,1,0.5,1.66,0,,0.3,9.96,1,1,0
2,09/01/2021 06:18:40 PM,09/02/2021 12:00:00 AM,N,5,93,35,1,11.25,60,0,0,6.03,0,,0.3,66.33,1,2,0
2,09/01/2021 06:18:41 PM,09/01/2021 06:42:04 PM,N,5,93,255,1,7.75,50,0,0,0,0,,0.3,50.3,1,2,0
2,09/01/2021 06:18:49 PM,09/01/2021 06:55:20 PM,N,1,168,169,1,4.68,23.5,1,0.5,0,0,,0.3,25.3,1,1,0
2,09/01/2021 06:18:57 PM,09/01/2021 06:34:58 PM,N,1,97,61,1,2.43,12,1,0.5,3.45,0,,0.3,17.25,1,1,0
2,09/01/2021 06:19:00 PM,09/01/2021 06:24:00 PM,,,17,17,,0.74,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 06:19:47 PM,09/01/2021 07:12:14 PM,N,1,43,17,1,9.98,39.5,1,0.5,1,0,,0.3,45.05,1,1,2.75
2,09/01/2021 06:20:00 PM,09/01/2021 06:53:00 PM,,,141,235,,7.65,32.52,2.75,0,0,0,,0.3,35.57,,,
2,09/01/2021 06:20:10 PM,09/01/2021 06:28:37 PM,N,1,75,237,2,1.24,7.5,1,0.5,3.01,0,,0.3,15.06,1,1,2.75
1,09/01/2021 06:20:43 PM,09/01/2021 06:37:13 PM,N,1,65,17,1,2.1,11.5,1,0.5,2,0,,0.3,15.3,1,1,0
2,09/01/2021 06:20:58 PM,09/01/2021 07:36:27 PM,N,1,55,28,1,19.56,63,1,0.5,0,0,,0.3,64.8,1,1,0
2,09/01/2021 06:21:00 PM,09/01/2021 06:46:00 PM,,,244,41,,3.8,13.2,0,0,3,0,,0.3,16.5,,,
1,09/01/2021 06:21:30 PM,09/01/2021 06:28:57 PM,N,1,75,262,1,1.1,7,3.75,0.5,2.85,0,,0.3,14.4,1,1,2.75
2,09/01/2021 06:21:40 PM,09/01/2021 06:30:21 PM,N,1,65,97,2,1.27,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,0
2,09/01/2021 06:22:49 PM,09/01/2021 06:34:01 PM,N,1,243,244,1,0.96,8,1,0.5,1.96,0,,0.3,11.76,1,1,0
2,09/01/2021 06:23:00 PM,09/01/2021 07:15:00 PM,,,168,35,,17.33,40.52,2.75,0,0,6.55,,0.3,50.12,,,
1,09/01/2021 06:23:05 PM,09/01/2021 06:37:37 PM,N,1,61,188,1,2.1,11,1,0.5,0,0,,0.3,12.8,2,1,0
2,09/01/2021 06:23:16 PM,09/01/2021 06:34:02 PM,N,1,74,263,1,2.22,9.5,1,0.5,3,0,,0.3,17.05,1,1,2.75
2,09/01/2021 06:23:44 PM,09/01/2021 06:36:02 PM,N,1,41,116,1,2.24,10,1,0.5,2,0,,0.3,13.8,1,1,0
2,09/01/2021 06:24:00 PM,09/01/2021 06:31:00 PM,,,61,61,,1.04,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 06:24:00 PM,09/01/2021 06:53:00 PM,,,151,220,,8.34,30.81,2.75,0,0,3,,0.3,36.86,,,
2,09/01/2021 06:24:20 PM,09/01/2021 06:44:42 PM,N,1,74,239,1,3.04,15,1,0.5,4.89,0,,0.3,24.44,1,1,2.75
2,09/01/2021 06:24:30 PM,09/01/2021 07:08:48 PM,N,1,97,72,1,5.02,26.5,1,0.5,5.66,0,,0.3,33.96,1,1,0
