VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,09/01/2021 09:19:00 AM,09/01/2021 09:45:00 AM,,,242,159,,5.37,27.27,2.75,0,0,0,,0.3,30.32,,,
2,09/01/2021 09:19:24 AM,09/01/2021 09:30:50 AM,N,1,42,166,1,2.34,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,09/01/2021 09:19:42 AM,09/01/2021 09:37:07 AM,N,1,40,181,1,1.1,11.5,0,0.5,0,0,,0.3,12.3,1,1,0
2,09/01/2021 09:19:54 AM,09/01/2021 10:03:58 AM,N,1,197,265,2,11.82,39.5,0,0.5,0,0,,0.3,40.3,1,1,0
2,09/01/2021 09:20:05 AM,09/01/2021 09:23:26 AM,N,1,74,74,1,0.37,4,0,0.5,1.2,0,,0.3,6,1,1,0
1,09/01/2021 09:20:06 AM,09/01/2021 09:22:56 AM,N,1,74,74,1,0.5,4,0,0.5,0,0,,0.3,4.8,2,1,0
1,09/01/2021 09:20:20 AM,09/01/2021 09:26:04 AM,N,1,166,116,2,0.8,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,09/01/2021 09:21:00 AM,09/01/2021 09:53:00 AM,,,41,234,,5.12,22.25,0,0,5.52,0,,0.3,30.82,,,
2,09/01/2021 09:21:00 AM,09/01/2021 09:30:00 AM,,,143,48,,1.23,13.41,2.75,0,0,0,,0.3,16.46,,,
2,09/01/2021 09:21:00 AM,09/01/2021 09:35:00 AM,,,61,225,,2.82,16.73,2.75,0,0,0,,0.3,19.78,,,
2,09/01/2021 09:21:03 AM,09/01/2021 09:45:10 AM,N,1,41,162,1,5.31,20,0,0.5,4.71,0,,0.3,28.26,1,1,2.75
2,09/01/2021 09:21:27 AM,09/01/2021 09:30:52 AM,N,1,75,263,1,1.45,8,0,0.5,2.31,0,,0.3,13.86,1,1,2.75
2,09/01/2021 09:21:31 AM,09/01/2021 09:21:50 AM,N,1,41,41,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 09:22:00 AM,09/01/2021 09:25:00 AM,,,74,74,,0.28,14.65,2.75,0,0,0,,0.3,17.7,,,
2,09/01/2021 09:22:00 AM,09/01/2021 09:40:00 AM,,,61,49,,2.66,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 09:22:00 AM,09/01/2021 09:31:00 AM,,,213,20,,4.15,27.35,1.35,0,0,0,,0.3,29,,,
2,09/01/2021 09:22:00 AM,09/01/2021 09:26:00 AM,,,220,136,,0.73,19.56,2.75,0,0,0,,0.3,22.61,,,
2,09/01/2021 09:22:06 AM,09/01/2021 09:35:41 AM,N,1,74,263,1,2.51,11.5,0,0.5,1.08,0,,0.3,16.13,1,1,2.75
2,09/01/2021 09:22:24 AM,09/01/2021 09:33:38 AM,N,1,74,75,1,1.61,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,09/01/2021 09:23:00 AM,09/01/2021 09:57:00 AM,,,254,31,,11.08,35.79,2.75,0,0,0,,0.3,38.84,,,
2,09/01/2021 09:23:36 AM,09/01/2021 09:55:18 AM,N,1,41,170,1,4.92,23,0,0.5,5.31,0,,0.3,31.86,1,1,2.75
2,09/01/2021 09:24:00 AM,09/01/2021 09:45:00 AM,,,165,189,,3.3,27.21,2.75,0,0,0,,0.3,30.26,,,
2,09/01/2021 09:24:00 AM,09/01/2021 09:31:00 AM,,,55,55,,1.04,13.34,2.75,0,0,0,,0.3,16.39,,,
2,09/01/2021 09:24:00 AM,09/01/2021 09:39:00 AM,,,76,72,,2.76,26.58,0,0,0,0,,0.3,26.88,,,
2,09/01/2021 09:24:32 AM,09/01/2021 09:29:18 AM,N,1,166,166,1,0.92,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,09/01/2021 09:24:41 AM,09/01/2021 09:48:03 AM,N,1,116,100,1,6.43,22.5,0,0.5,4.75,0,,0.3,30.8,1,1,2.75
2,09/01/2021 09:24:49 AM,09/01/2021 09:30:19 AM,N,1,152,166,1,0.75,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,0
2,09/01/2021 09:25:00 AM,09/01/2021 09:40:00 AM,,,179,194,,4.82,19.92,2.75,0,0,6.55,,0.3,29.52,,,
2,09/01/2021 09:25:00 AM,09/01/2021 09:27:00 AM,,,42,42,,0.4,20,0,0,0,0,,0.3,20.3,,,
2,09/01/2021 09:25:43 AM,09/01/2021 09:45:25 AM,N,1,74,236,1,2.53,14,0,0.5,0,0,,0.3,17.55,2,1,2.75
2,09/01/2021 09:25:44 AM,09/01/2021 09:53:40 AM,N,1,130,193,1,11.18,32,0,0.5,6.56,0,,0.3,39.36,1,1,0
2,09/01/2021 09:26:00 AM,09/01/2021 09:32:44 AM,N,1,75,41,2,1.39,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 09:26:00 AM,09/01/2021 09:46:00 AM,,,152,236,,3.06,14.48,0,0,3.83,0,,0.3,21.36,,,
2,09/01/2021 09:26:00 AM,09/01/2021 10:02:00 AM,,,72,130,,11.32,41.05,2.75,0,0,0,,0.3,44.1,,,
2,09/01/2021 09:26:00 AM,09/01/2021 10:35:00 AM,,,244,86,,24.39,76.4,2.75,0,0,6.55,,0.3,86,,,
2,09/01/2021 09:26:19 AM,09/01/2021 10:16:35 AM,N,1,244,197,1,19.21,56.5,0,0.5,0,6.55,,0.3,63.85,1,1,0
1,09/01/2021 09:26:21 AM,09/01/2021 09:50:40 AM,N,1,25,85,1,3.5,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,09/01/2021 09:26:58 AM,09/01/2021 09:31:45 AM,N,1,41,166,1,0.82,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,09/01/2021 09:27:00 AM,09/01/2021 09:57:00 AM,,,65,76,,6.02,30.99,2.75,0,0,0,,0.3,34.04,,,
2,09/01/2021 09:27:00 AM,09/01/2021 09:29:00 AM,,,14,228,,0.27,12.7,2.75,0,0,0,,0.3,15.75,,,
2,09/01/2021 09:28:00 AM,09/01/2021 09:39:00 AM,,,20,60,,1.67,19.57,2.75,0,0,0,,0.3,22.62,,,
1,09/01/2021 09:28:21 AM,09/01/2021 09:36:32 AM,N,1,74,236,1,1.7,8,0,0.5,1.75,0,,0.3,10.55,1,1,0
2,09/01/2021 09:29:00 AM,09/01/2021 09:41:00 AM,,,152,75,,2.15,20.65,2.75,0,0,0,,0.3,23.7,,,
2,09/01/2021 09:29:00 AM,09/01/2021 09:49:00 AM,,,159,259,,1.32,31.31,2.75,0,0,0,,0.3,34.36,,,
2,09/01/2021 09:29:03 AM,09/01/2021 09:35:52 AM,N,1,196,95,1,1.22,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
1,09/01/2021 09:29:07 AM,09/01/2021 09:49:38 AM,N,1,216,95,1,0,13.2,0,0.5,0,0,,0.3,14,1,1,0
2,09/01/2021 09:29:40 AM,09/01/2021 09:42:00 AM,N,1,75,140,1,3.13,11.5,0,0.5,0,0,,0.3,15.05,2,1,2.75
2,09/01/2021 09:30:00 AM,09/01/2021 09:37:00 AM,,,7,7,,0.96,15.45,2.75,0,0,0,,0.3,18.5,,,
2,09/01/2021 09:30:01 AM,09/01/2021 09:39:00 AM,N,1,74,75,1,1.55,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 09:31:00 AM,09/01/2021 09:58:00 AM,,,65,35,,4.57,20.93,2.75,0,0,0,,0.3,23.98,,,
2,09/01/2021 09:31:22 AM,09/01/2021 09:44:26 AM,N,1,41,262,1,2.62,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,09/01/2021 09:32:00 AM,09/01/2021 10:04:00 AM,,,129,122,,10.61,36.62,2.75,0,0,0,,0.3,39.67,,,
2,09/01/2021 09:32:00 AM,09/01/2021 10:11:00 AM,,,3,159,,7.7,36.45,2.75,0,0,0,,0.3,39.5,,,
2,09/01/2021 09:32:04 AM,09/01/2021 09:41:54 AM,N,1,75,229,1,2.74,9.5,0,0.5,1,0,,0.3,14.05,1,1,2.75
2,09/01/2021 09:32:10 AM,09/01/2021 09:42:09 AM,N,1,74,166,1,1.56,8,0,0.5,1.32,0,,0.3,10.12,1,1,0
2,09/01/2021 09:32:43 AM,09/01/2021 09:47:35 AM,N,1,74,262,1,2.26,11,0,0.5,2.91,0,,0.3,17.46,1,1,2.75
2,09/01/2021 09:33:00 AM,09/01/2021 09:43:00 AM,,,213,242,,2.68,22.79,2.75,0,0,0,,0.3,25.84,,,
2,09/01/2021 09:33:43 AM,09/01/2021 09:43:35 AM,N,1,74,166,1,2.18,9,0,0.5,1.5,0,,0.3,11.3,1,1,0
2,09/01/2021 09:34:00 AM,09/01/2021 09:44:00 AM,,,263,74,,2.87,16.2,5.5,0,0,0,,0.3,22,,,
2,09/01/2021 09:34:00 AM,09/01/2021 09:38:00 AM,,,18,136,,0.85,11.13,5.5,0,0,0,,0.3,16.93,,,
2,09/01/2021 09:34:07 AM,09/01/2021 09:43:02 AM,N,1,74,166,1,1.43,8,0,0.5,1.76,0,,0.3,10.56,1,1,0
2,09/01/2021 09:34:20 AM,09/01/2021 09:58:10 AM,N,1,41,138,2,7.74,25,0,0.5,9.7,6.55,,0.3,42.05,1,1,0
2,09/01/2021 09:34:43 AM,09/01/2021 09:50:26 AM,N,1,42,244,1,2.12,12,0,0.5,0,0,,0.3,12.8,1,1,0
2,09/01/2021 09:34:54 AM,09/01/2021 09:41:18 AM,N,1,166,239,1,1.29,6.5,0,0.5,2.51,0,,0.3,12.56,1,1,2.75
2,09/01/2021 09:35:00 AM,09/01/2021 09:54:00 AM,,,130,191,,4.55,18.95,0,0,0,0,,0.3,19.25,,,
2,09/01/2021 09:35:00 AM,09/01/2021 09:51:00 AM,,,42,244,,2.49,16.14,0,0,4,0,,0.3,20.44,,,
2,09/01/2021 09:36:00 AM,09/01/2021 10:07:00 AM,,,140,228,,11.5,41.62,2.75,0,0,0,,0.3,44.67,,,
2,09/01/2021 09:36:57 AM,09/02/2021 12:00:00 AM,N,1,145,7,1,3.42,18,0,0.5,0,0,,0.3,18.8,1,1,0
2,09/01/2021 09:37:00 AM,09/01/2021 10:03:00 AM,,,7,255,,3.99,17.34,0,0,1.96,0,,0.3,19.6,,,
2,09/01/2021 09:37:00 AM,09/01/2021 09:46:00 AM,,,205,10,,1.8,18.58,2.75,0,0,0,,0.3,21.63,,,
2,09/01/2021 09:37:03 AM,09/01/2021 09:39:37 AM,N,1,264,264,1,0,0,0,0,0,0,,0,0,1,1,0
2,09/01/2021 09:38:00 AM,09/01/2021 10:03:00 AM,,,65,181,,2.81,16.66,2.75,0,0,0,,0.3,19.71,,,
2,09/01/2021 09:38:00 AM,09/01/2021 10:15:00 AM,,,56,216,,5.21,30.14,2.75,0,0,0,,0.3,33.19,,,
2,09/01/2021 09:38:10 AM,09/01/2021 09:49:35 AM,N,1,74,24,1,1.83,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 09:39:00 AM,09/01/2021 09:45:00 AM,N,1,24,151,1,0.98,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,09/01/2021 09:39:07 AM,09/01/2021 09:43:13 AM,N,1,74,41,1,0.5,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,09/01/2021 09:39:32 AM,09/01/2021 10:03:55 AM,N,1,166,162,1,4.41,18,0,0.5,2,0,,0.3,23.55,1,1,2.75
2,09/01/2021 09:40:00 AM,09/01/2021 09:53:00 AM,,,166,238,,2.67,13.2,0,0,3.55,0,,0.3,19.8,,,
2,09/01/2021 09:40:00 AM,09/01/2021 09:45:00 AM,,,139,139,,1.16,18.58,2.75,0,0,0,,0.3,21.63,,,
2,09/01/2021 09:40:00 AM,09/01/2021 10:06:00 AM,,,68,244,,7.87,35.4,2.75,0,0,0,,0.3,38.45,,,
2,09/01/2021 09:41:00 AM,09/01/2021 10:42:00 AM,,,32,25,,18.71,50.28,2.75,0,0,6.55,,0.3,59.88,,,
2,09/01/2021 09:41:03 AM,09/01/2021 09:57:28 AM,N,1,262,244,1,5.71,19,0,0.5,4.95,0,,0.3,24.75,1,1,0
2,09/01/2021 09:41:12 AM,09/01/2021 09:54:57 AM,N,1,74,263,1,1.88,10.5,0,0.5,1,0,,0.3,15.05,1,1,2.75
2,09/01/2021 09:41:45 AM,09/01/2021 09:52:48 AM,N,1,75,239,1,2.35,10,0,0.5,4.06,0,,0.3,17.61,1,1,2.75
1,09/01/2021 09:41:53 AM,09/01/2021 10:05:59 AM,N,1,244,159,2,4.1,18,0,0.5,0,0,,0.3,18.8,2,1,0
2,09/01/2021 09:42:00 AM,09/01/2021 10:05:00 AM,,,41,142,,4.05,24.07,2.75,0,0,0,,0.3,27.12,,,
2,09/01/2021 09:42:17 AM,09/01/2021 10:04:08 AM,N,1,152,75,1,3.31,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,09/01/2021 09:42:19 AM,09/01/2021 09:50:09 AM,N,1,7,223,1,0.76,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,09/01/2021 09:42:51 AM,09/01/2021 10:01:02 AM,N,1,82,193,1,3.09,13.5,0,0.5,1.72,0,,0.3,16.02,1,1,0
2,09/01/2021 09:43:00 AM,09/01/2021 09:50:00 AM,,,61,189,,1.4,16.73,2.75,0,0,0,,0.3,19.78,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:13:00 AM,,,193,37,,5.08,22.14,0,0,0,0,,0.3,22.44,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:04:00 AM,,,260,198,,4.09,19.22,0,0,1.95,0,,0.3,21.47,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:05:00 AM,,,222,165,,4.48,21.08,5.5,0,0,0,,0.3,26.88,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:19:00 AM,,,168,37,,10.19,40.52,2.75,0,0,6.55,,0.3,50.12,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:03:00 AM,,,75,136,,6.42,35.79,2.75,0,0,0,,0.3,38.84,,,
2,09/01/2021 09:44:00 AM,09/01/2021 10:06:00 AM,,,47,138,,10.5,39.6,2.75,0,0,6.55,,0.3,49.2,,,
1,09/01/2021 09:45:00 AM,09/01/2021 09:53:32 AM,N,1,244,69,1,0,7.2,0,0.5,0,0,,0.3,8,1,1,0
2,09/01/2021 09:45:00 AM,09/01/2021 10:39:00 AM,,,51,141,,15.68,42.64,0,0,0,6.55,,0.3,49.49,,,
2,09/01/2021 09:45:05 AM,09/01/2021 09:52:42 AM,N,1,74,43,1,1.05,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,09/01/2021 09:45:13 AM,09/01/2021 09:49:19 AM,N,1,74,74,1,0.91,5,0,0.5,1.74,0,,0.3,7.54,1,1,0
2,09/01/2021 09:45:13 AM,09/01/2021 10:12:32 AM,N,1,74,74,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
1,09/01/2021 09:45:24 AM,09/01/2021 09:45:57 AM,N,1,247,247,1,0.2,2.5,0,0.5,0,0,,0.3,3.3,4,1,0
2,09/01/2021 09:46:00 AM,09/01/2021 10:33:00 AM,,,188,265,,23.96,66.23,0,0,2.53,6.55,,0.3,75.61,,,
2,09/01/2021 09:46:00 AM,09/01/2021 10:13:00 AM,,,254,168,,9.35,39.95,2.75,0,0,0,,0.3,43,,,
2,09/01/2021 09:46:00 AM,09/01/2021 10:01:00 AM,,,69,60,,2.66,18.95,2.75,0,0,0,,0.3,22,,,
2,09/01/2021 09:46:06 AM,09/01/2021 10:04:27 AM,N,1,75,18,1,6.19,20.5,0,0.5,1,0,,0.3,22.3,1,1,0
1,09/01/2021 09:46:23 AM,09/01/2021 09:59:54 AM,N,1,74,41,3,2.4,11.5,0,0.5,2.45,0,,0.3,14.75,1,1,0
1,09/01/2021 09:46:37 AM,09/01/2021 10:03:16 AM,N,1,74,243,1,4.4,16.5,0,0.5,3.45,0,,0.3,20.75,1,1,0
2,09/01/2021 09:47:00 AM,09/01/2021 10:03:00 AM,,,74,166,,2.09,19.64,2.75,0,0,0,,0.3,22.69,,,
2,09/01/2021 09:47:00 AM,09/01/2021 10:26:00 AM,,,197,97,,9.34,41.09,2.75,0,0,0,,0.3,44.14,,,
2,09/01/2021 09:47:00 AM,09/01/2021 09:59:00 AM,,,242,250,,3.23,22.79,2.75,0,0,0,,0.3,25.84,,,
2,09/01/2021 09:47:00 AM,09/01/2021 09:55:00 AM,,,11,11,,1.29,19.41,2.75,0,0,0,,0.3,22.46,,,
2,09/01/2021 09:47:23 AM,09/01/2021 10:07:02 AM,N,1,74,142,1,4.01,15.5,0,0.5,3.81,0,,0.3,22.86,1,1,2.75
2,09/01/2021 09:48:00 AM,09/01/2021 10:01:00 AM,,,91,188,,2.26,17.94,2.75,0,0,0,,0.3,20.99,,,
2,09/01/2021 09:48:00 AM,09/01/2021 10:20:00 AM,,,51,140,,11.86,39.89,2.75,0,0,6.55,,0.3,49.49,,,
2,09/01/2021 09:48:00 AM,09/01/2021 10:05:00 AM,,,86,117,,3.19,21.24,2.75,0,0,0,,0.3,24.29,,,
2,09/01/2021 09:48:12 AM,09/01/2021 09:55:00 AM,N,1,41,166,1,0.74,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,09/01/2021 09:49:00 AM,09/01/2021 09:57:00 AM,,,78,47,,1.56,18.52,2.75,0,0,0,,0.3,21.57,,,
2,09/01/2021 09:49:00 AM,09/01/2021 10:09:00 AM,,,244,48,,7.82,27.7,0,0,6.78,0,,0.3,37.53,,,
2,09/01/2021 09:49:00 AM,09/01/2021 10:06:00 AM,,,185,241,,4.49,27.43,2.75,0,0,0,,0.3,30.48,,,
2,09/01/2021 09:49:17 AM,09/01/2021 09:53:28 AM,N,1,42,116,2,0.39,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,09/01/2021 09:50:00 AM,09/01/2021 10:05:00 AM,,,174,126,,5.47,29.45,2.75,0,0,0,,0.3,32.5,,,
2,09/01/2021 09:50:27 AM,09/01/2021 10:29:13 AM,N,1,33,237,1,8.23,30.5,0,0.5,8,0,,0.3,42.05,1,1,2.75
2,09/01/2021 09:50:30 AM,09/01/2021 12:19:20 PM,N,1,193,126,1,21.61,100,0,0.5,0,6.55,,0.3,107.35,2,1,0
2,09/01/2021 09:51:00 AM,09/01/2021 10:13:00 AM,,,106,85,,3.28,21.64,2.75,0,0,0,,0.3,24.69,,,
2,09/01/2021 09:51:00 AM,09/01/2021 10:20:00 AM,,,35,210,,5.88,29.06,2.75,0,0,0,,0.3,32.11,,,
2,09/01/2021 09:51:17 AM,09/01/2021 10:10:27 AM,N,1,41,163,1,3.84,16,0,0.5,3,0,,0.3,22.55,1,1,2.75
2,09/01/2021 09:51:22 AM,09/01/2021 09:56:36 AM,N,1,74,42,1,0.66,5.5,0,0.5,1.89,0,,0.3,8.19,1,1,0
2,09/01/2021 09:51:48 AM,09/01/2021 09:55:57 AM,N,1,41,166,1,0.97,5,0,0.5,1.16,0,,0.3,6.96,1,1,0
2,09/01/2021 09:52:00 AM,09/01/2021 10:01:00 AM,,,95,95,,1.33,9.64,5.5,0,0,0,,0.3,15.44,,,
2,09/01/2021 09:52:00 AM,09/01/2021 10:07:00 AM,,,147,213,,2.98,14.61,2.75,0,0,0,,0.3,17.66,,,
2,09/01/2021 09:52:00 AM,09/01/2021 10:13:00 AM,,,123,89,,3.2,23.88,2.75,0,0,0,,0.3,26.93,,,
2,09/01/2021 09:52:32 AM,09/01/2021 10:00:02 AM,N,1,260,138,2,3.81,12,0,0.5,2.56,0,,0.3,15.36,1,1,0
1,09/01/2021 09:52:40 AM,09/01/2021 10:10:46 AM,N,1,41,246,1,6.2,20.5,2.75,0.5,0,0,,0.3,24.05,2,1,2.75
2,09/01/2021 09:53:00 AM,09/01/2021 10:13:00 AM,,,257,123,,3.05,20.52,2.75,0,0,0,,0.3,23.57,,,
1,09/01/2021 09:53:31 AM,09/01/2021 09:56:17 AM,N,1,225,225,1,0,7.2,0,0.5,0,0,,0.3,8,1,1,0
1,09/01/2021 09:54:09 AM,09/01/2021 10:08:24 AM,N,1,212,242,1,0,10.2,0,0.5,0,0,,0.3,11,1,1,0
2,09/01/2021 09:54:25 AM,09/01/2021 09:58:36 AM,N,1,82,82,1,0.44,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,09/01/2021 09:55:00 AM,09/01/2021 10:04:00 AM,,,136,220,,1.7,21.77,2.75,0,0,0,,0.3,24.82,,,
2,09/01/2021 09:56:46 AM,09/01/2021 10:08:41 AM,N,1,74,141,1,2.46,10.5,0,0.5,2.81,0,,0.3,16.86,1,1,2.75
2,09/01/2021 09:57:00 AM,09/01/2021 10:17:00 AM,,,51,136,,5.75,24.62,2.75,0,0,0,,0.3,27.67,,,
2,09/01/2021 09:57:05 AM,09/01/2021 10:10:51 AM,N,1,116,74,1,2.32,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,09/01/2021 09:57:13 AM,09/01/2021 10:21:49 AM,N,1,179,140,1,3.98,17,0,0.5,0,0,,0.3,20.55,2,1,2.75
2,09/01/2021 09:57:32 AM,09/01/2021 10:23:48 AM,N,1,244,138,1,9.49,31.5,0,0.5,0,6.55,,0.3,38.85,2,1,0
2,09/01/2021 09:57:37 AM,09/01/2021 10:10:09 AM,N,1,260,83,1,1.62,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 09:58:00 AM,09/01/2021 10:13:00 AM,,,62,97,,2.25,19.15,2.75,0,0,0,,0.3,22.2,,,
2,09/01/2021 09:58:00 AM,09/01/2021 10:21:00 AM,,,74,262,,2.37,13.2,0,0,3.55,0,,0.3,19.8,,,
2,09/01/2021 09:58:00 AM,09/01/2021 10:04:00 AM,,,56,196,,0.6,19.06,2.75,0,0,0,,0.3,22.11,,,
2,09/01/2021 09:58:00 AM,09/01/2021 10:26:00 AM,,,237,42,,6.84,24.67,2.75,0,0,0,,0.3,27.72,,,
2,09/01/2021 09:58:26 AM,09/01/2021 10:19:18 AM,N,1,75,48,1,3.51,15.5,0,0.5,0,0,,0.3,19.05,2,1,2.75
2,09/01/2021 09:58:44 AM,09/01/2021 10:01:09 AM,N,1,52,40,1,0.55,4,0,0.5,1.44,0,,0.3,6.24,1,1,0
2,09/01/2021 09:59:00 AM,09/01/2021 10:11:00 AM,,,76,35,,2.16,23.31,2.75,0,0,0,,0.3,26.36,,,
2,09/01/2021 09:59:03 AM,09/01/2021 10:08:05 AM,N,1,75,41,1,1.68,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,09/01/2021 10:00:00 AM,09/01/2021 10:16:00 AM,,,106,189,,1.69,13.2,0,0,3,0,,0.3,16.5,,,
2,09/01/2021 10:00:00 AM,09/01/2021 10:18:00 AM,,,29,227,,8.65,29.15,2.75,0,0,0,,0.3,32.2,,,
2,09/01/2021 10:00:00 AM,09/01/2021 10:24:00 AM,,,140,51,,12.56,46.44,2.75,0,0,0,,0.3,49.49,,,
2,09/01/2021 10:00:19 AM,09/01/2021 10:11:03 AM,N,1,166,43,1,1.98,9,0,0.5,0,0,,0.3,12.55,2,1,2.75
2,09/01/2021 10:00:22 AM,09/01/2021 10:38:55 AM,N,1,213,244,2,6.56,30,0,0.5,0,0,,0.3,30.8,1,1,0
2,09/01/2021 10:00:42 AM,09/01/2021 10:01:08 AM,N,1,207,207,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 10:00:48 AM,09/01/2021 10:36:29 AM,N,1,117,134,1,11.33,35,0,0.5,0,0,,0.3,35.8,1,1,0
2,09/01/2021 10:01:00 AM,09/01/2021 10:30:00 AM,,,181,97,,11.77,39,0,0,6.56,0,,0.3,45.86,,,
2,09/01/2021 10:01:00 AM,09/01/2021 10:46:00 AM,,,139,117,,10.79,49.4,4.1,0,0,0,,0.3,53.8,,,
2,09/01/2021 10:01:00 AM,09/01/2021 10:27:00 AM,,,125,152,,7.34,37.48,2.75,0,0,0,,0.3,40.53,,,
2,09/01/2021 10:01:17 AM,09/01/2021 10:06:46 AM,N,1,74,41,1,1.18,6,0,0.5,2.04,0,,0.3,8.84,1,1,0
2,09/01/2021 10:01:42 AM,09/01/2021 10:10:50 AM,N,1,74,236,1,1.75,8,0,0.5,1.76,0,,0.3,10.56,1,1,0
1,09/01/2021 10:01:42 AM,09/01/2021 10:17:33 AM,N,1,61,97,1,2.8,12.5,0,0.5,0,0,,0.3,13.3,2,1,0
1,09/01/2021 10:02:02 AM,09/01/2021 10:09:04 AM,N,1,74,43,1,1.4,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
1,09/01/2021 10:02:45 AM,09/01/2021 10:16:41 AM,N,1,159,69,1,0,7.2,0,0.5,0,0,,0.3,8,1,1,0
2,09/01/2021 10:02:57 AM,09/01/2021 10:14:06 AM,N,1,74,236,1,2.09,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,09/01/2021 10:03:00 AM,09/01/2021 10:28:00 AM,,,220,151,,8.09,30.81,2.75,0,0,3,,0.3,36.86,,,
2,09/01/2021 10:03:00 AM,09/01/2021 10:17:00 AM,,,196,196,,2.31,12.39,2.75,0,0,0,,0.3,15.44,,,
2,09/01/2021 10:03:00 AM,09/01/2021 10:39:00 AM,,,86,155,,11.99,33.61,2.75,0,0,2.45,,0.3,39.11,,,
2,09/01/2021 10:03:01 AM,09/01/2021 10:13:06 AM,N,1,74,42,1,1.59,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,09/01/2021 10:03:22 AM,09/01/2021 10:13:58 AM,N,1,74,24,6,1.78,9,0,0.5,0,0,,0.3,9.8,1,1,0
2,09/01/2021 10:03:56 AM,09/01/2021 10:20:04 AM,N,1,74,238,1,2.96,12.5,0,0.5,0,0,,0.3,16.05,2,1,2.75
2,09/01/2021 10:04:00 AM,09/01/2021 10:53:00 AM,,,106,91,,6.53,26.81,2.75,0,0,0,,0.3,29.86,,,
2,09/01/2021 10:04:04 AM,09/01/2021 10:16:11 AM,N,1,74,236,1,2.45,10.5,0,0.5,2,0,,0.3,16.05,1,1,2.75
2,09/01/2021 10:04:21 AM,09/01/2021 10:13:24 AM,N,1,95,28,1,1.69,8.5,0,0.5,0.93,0,,0.3,10.23,1,1,0
2,09/01/2021 10:05:00 AM,09/01/2021 10:22:00 AM,,,133,178,,3.2,20.52,2.75,0,0,0,,0.3,23.57,,,
1,09/01/2021 10:05:43 AM,09/01/2021 10:43:58 AM,N,1,244,87,1,11.1,36.5,2.75,0.5,8,0,,0.3,48.05,1,1,2.75
2,09/01/2021 10:05:45 AM,09/01/2021 10:32:50 AM,N,1,41,31,1,11.07,33.5,0,0.5,2,3,,0.3,39.3,1,1,0
2,09/01/2021 10:06:01 AM,09/01/2021 10:08:49 AM,N,1,7,7,1,0.48,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,09/01/2021 10:06:20 AM,09/01/2021 10:18:19 AM,N,1,74,75,1,1.85,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,09/01/2021 10:07:00 AM,09/01/2021 10:16:00 AM,,,35,72,,1.14,15.45,2.75,0,0,0,,0.3,18.5,,,
1,09/01/2021 10:07:02 AM,09/01/2021 10:43:07 AM,N,1,95,161,1,0,22.2,0,0.5,0,6.55,,0.3,29.55,1,1,0
2,09/01/2021 10:07:20 AM,09/01/2021 10:07:50 AM,N,1,198,198,1,0,2.5,0,0.5,0,0,,0.3,3.3,2,1,0
2,09/01/2021 10:07:28 AM,09/01/2021 10:18:34 AM,N,1,43,142,1,2.7,10.5,0,0.5,3.51,0,,0.3,17.56,1,1,2.75
